Código,Nombre ES,Categoría ES,Costo 1688 CLP,Precio alila CLP,Precio ML (llenar),Link MercadoLibre
6002842,Juego de doble cepillo de bano,Hogar y Muebles>Baños,1911.0,3899.0,,https://articulo.mercadolibre.cl/MLC-1016766824-juego-de-doble-cepillo-de-bano-_JM#reco_item_pos=8&reco_backend=best-seller&reco_backend_typ
6002841,Cepillo escobilla wc para desinfectar banos hisopo,Hogar y Muebles>Baños,249.0,469.0,,https://articulo.mercadolibre.cl/MLC-2063378192-cepillo-escobilla-wc-para-desinfectar-banos-hisopo-_JM#polycard_client=search_best-seller
6003401,1,Hogar y Muebles>Baños,7854.0,14984.0,,https://www.temu.com/us-zh-Hans/4-%E4%BB%B6%E8%A3%85%E7%89%B9%E5%A4%A7%E6%B5%B4%E5%B7%BE%E5%A5%97%E8%A3%85-35-x70-%E8%B6%85%E5%A4%A7%E6%AF%9B%E5%B7%BE%E8%B6%85%E7%BB%86%E7%BA%A4%E7%BB%B4%E5%90%B8%E6%B0%B4-xl-%E6%B5%B4%E5%B7%BE%E8%B6%85%E6%9F%94%E8%BD%AF%E6%B5%B4%E5%AE%A4%E6%AF%9B%E5%B7%BE%E5%A5%97%E8%A3%85%E9%80%9F%E5%B9%B2%E5%8A%A0%E5%A4%A7%E5%B0%BA%E5%AF%B8%E6%B7%8B%E6%B5%B4%E6%AF%9B%E5%B7%BE-%E9%80%82%E5%90%88%E5%AE%B6%E5%BA%AD%E9%85%92%E5%BA%97-g-601099620646214.html?_oak_mp_inf=EMb688qm1ogBGiBmMDlmNzAxZTQ0NGI0OGVkYjMzNjNiOTdkMTJlYWY2MCDasvrs2jI%3D&top_gallery_url=https%3A%2F%2Fimg.kwcdn.com%2Fproduct%2Ffancy%2F0c8252ea-d8aa-40c4-bcff-8b85de76f605.jpg&spec_gallery_id=601099620646214&refer_page_sn=10009&refer_source=0&freesia_scene=2&_oak_freesia_scene=2&_oak_rec_ext_1=MzQ3OA&_oak_gallery_order=1841474687%2C1584546193%2C302395025%2C379131229%2C1260690758&bottom_rec_bypass=%7B%22disableDealsTab%22%3A%22false%22%7D&search_key=4%E6%9D%A1%E8%A3%85%E6%B5%B4%E5%B7%BE&refer_page_el_sn=200049&_x_sessn_id=6fchkfa3nz&refer_page_name=search_result&refer_page_id=10009_1742374609630_w3rp8afmgn
6003400,Juego de 2 toallas de bano toalla mano altamente absorbentes,Hogar y Muebles>Baños,1374.0,2289.0,,https://articulo.mercadolibre.cl/MLC-2618251044-juego-de-2-toallas-de-bano-toalla-mano-altamente-absorbentes-_JM#polycard_client=search_best-seller
6003177,Papelero basurero bano automatico sensor inteligente cepillo,Hogar y Muebles>Baños,8524.0,13524.0,,https://articulo.mercadolibre.cl/MLC-1446399880-papelero-basurero-bano-automatico-sensor-inteligente-cepillo-_JM#polycard_client=offers&deal
6000138,Ducha bidet arabe juego completo inodoro acero inoxidable,Hogar y Muebles>Baños,3652.0,4617.0,,https://articulo.mercadolibre.cl/MLC-2212821882-ducha-bidet-arabe-juego-completo-inodoro-acero-inoxidable-_JM?searchVariation=181383142717#polycard_client=search-nordic&searchVariation=181383142717&backend_model=search-backend&position=14&search_layout=grid&type=item&tracking_id=a0406f8d-f1bd-4c15-9243-ff442df877bf
6000417,Set juego ducha negro mate manguera flexible soporte ducha,Hogar y Muebles>Baños,1767.0,2649.0,,https://articulo.mercadolibre.cl/MLC-1593336121-set-juego-ducha-negro-mate-manguera-flexible-soporte-ducha-_JM#is_advertising=true&position=1&search_layout=grid&type=pad&tracking_id=f37a75e7-fb20-45b5-9a33-eaf45d0d04cc&is_advertising=true&ad_domain=VQCATCORE_LST&ad_position=1&ad_click_id=YWJkN2ZjMzMtYmI1ZS00NGRkLWIzYzQtMGE4MzAzYjgxMDY2
6000429,Sifon flexible corrugado desague drenaje lavaplatos o bano,Hogar y Muebles>Baños,412.0,700.0,,https://articulo.mercadolibre.cl/MLC-1573000147-sifon-flexible-corrugado-desague-drenaje-lavaplatos-o-bano-_JM?searchVariation=186837585153#polycard_client=search-categories&searchVariation=186837585153&position=6&search_layout=grid&type=item&tracking_id=fe1a3d76-d958-416a-936e-829439aeb6cf
6003519,BATHROOM HOOK RACK,Hogar y Muebles>Baños,3142.0,4680.0,,https://www.mercadolibre.com.mx/lawuto-juego-de-accesorios-para-bano-de-acero-inoxidable-9-pzs-color-negro/p/MLM37201489#polycard_client=search_best-seller&tracking_id=a1a45c92-0cee-4388-8658-9a747e4a4761&wid=MLM3099493830&sid=search
6003520,BATHROOM HOOK RACK,Hogar y Muebles>Baños,3142.0,4680.0,,https://www.mercadolibre.com.mx/set-accesorios-de-bano-toallero-acero-inoxidable-9-piezas-color-plateado-kitul-home/p/MLM35091176#polycard_client=search_best-seller&tracking_id=4aeb7aaf-2917-4b7d-a575-4df80e77edf4&wid=MLM2056601081&sid=search
6003390,Picador de papas frutas verduras multifuncional,Hogar y Muebles>Cocina y Menaje,3630.0,6345.0,,https://articulo.mercadolibre.cl/MLC-2182493490-picador-de-papas-frutas-verduras-multifuncional-_JM#polycard_client=search_best-seller
6003729,Repisa extensible multiuso organizador almacenamiento platos,Hogar y Muebles>Cocina y Menaje,916.0,1790.0,,https://articulo.mercadolibre.cl/MLC-1507337191-repisa-extensible-multiuso-organizador-almacenamiento-platos-_JM#polycard_client=search_best-seller&tracking_id=3e51c12e-f257-4e4c-85c9-5f9780450150
6003343,Tulipa capsula capacillo para hornear 100 unidades,Hogar y Muebles>Cocina y Menaje,757.0,1212.0,,https://articulo.mercadolibre.cl/MLC-1377874317-tulipa-capsula-capacillo-para-hornear-100-unidades-_JM?attributes=COLOR_SECONDARY_COLOR%3AVmVyZGUgY2xhcm8gOCBjbQ%3D%3D&quantity=1
6003345,Tulipa capsula capacillo para hornear 100 unidades,Hogar y Muebles>Cocina y Menaje,757.0,1212.0,,https://articulo.mercadolibre.cl/MLC-1377874317-tulipa-capsula-capacillo-para-hornear-100-unidades-_JM?attributes=COLOR_SECONDARY_COLOR%3AVmVyZGUgY2xhcm8gOCBjbQ%3D%3D&quantity=1
6003306,,Hogar y Muebles>Cocina y Menaje,707.0,2189.0,,https://www.temu.com/us-zh-Hans/space-saving-double-layer--storage-box-for-refrigerator--washable-plastic-no-batteries-required-ideal-for--g-601099701683392.html?_oak_mp_inf=EMCJxvGm1ogBGhhiZXN0X3NlbGxlcnNfbGlzdF9uNzB5NXYg3ZeSos4y&top_gallery_url=https%3A%2F%2Fimg.kwcdn.com%2Fproduct%2Ffancy%2F6c21b67b-70cc-4f21-a26d-bae1ae4e3b34.jpg&spec_gallery_id=2538796675&refer_page_sn=10125&refer_source=0&freesia_scene=114&_oak_freesia_scene=114&_oak_rec_ext_1=Njg2&refer_page_el_sn=201345&_x_share_id=64158c6f-30c2-432c-ac86-9dae58db&_x_sessn_id=6g1fctta3v&refer_page_name=best_sellers&refer_page_id=10125_1738996486750_vstce8rttx
6003275,1,Hogar y Muebles>Cocina y Menaje,2814.0,4599.0,,https://www.temu.com/us-zh-Hans/1pc-%E7%94%B5%E5%8A%A8%E5%92%96%E5%95%A1%E6%90%85%E6%8B%8C%E6%9D%AF-usb-%E5%85%85%E7%94%B5%E6%95%B0%E5%AD%97%E6%98%BE%E7%A4%BA%E7%A3%81%E6%80%A7%E6%90%85%E6%8B%8C%E5%99%A8-abs-%E6%9D%90%E6%96%99-%E9%94%82%E8%81%9A%E5%90%88%E7%89%A9%E7%94%B5%E6%B1%A0-%E8%8A%82%E6%97%A5%E7%90%86%E6%83%B3%E7%A4%BC%E7%89%A9-g-601099788791928.html?top_gallery_url=https%3A%2F%2Fimg.kwcdn.com%2Fproduct%2Ffancy%2Fe030d037-ca2e-437e-9ec5-3245622c52ab.jpg&sku_id=17593304581543&refer_page_sn=10009&refer_source=0&freesia_scene=2&_oak_freesia_scene=2&_oak_rec_ext_1=MTAxMQ&_oak_gallery_order=798955998%2C1745902229%2C2080423349%2C1151277860%2C200000535&search_key=USB%E9%BB%91%E8%89%B2%E6%95%B0%E6%98%BE%E8%87%AA%E5%8A%A8%E6%90%85%E6%8B%8C%E5%92%96%E5%95%A1%E6%9D%AF&refer_page_el_sn=200049&_x_sessn_id=6g1fctta3v&refer_page_name=search_result&refer_page_id=10009_1741764388418_vy96igebke
6003123,Tulipa capsula capacillo para hornear 100 unidades,Hogar y Muebles>Cocina y Menaje,757.0,1212.0,,https://articulo.mercadolibre.cl/MLC-1377874317-tulipa-capsula-capacillo-para-hornear-100-unidades-_JM#polycard_client=search_best-seller
6003144,Molino para cafe y especias inalambrico electrico ceramica,Hogar y Muebles>Cocina y Menaje,2164.0,3736.0,,https://articulo.mercadolibre.cl/MLC-1465349269-molino-para-cafe-y-especias-inalambrico-electrico-ceramica-_JM#polycard_client=search_best-seller&tracking_id=5a4c60a4-5200-4ab0-8dd5-426972a8bea1
6003920,Termometro digital con sonda ideal para refrigerador peceras,Hogar y Muebles>Cocina y Menaje,340.0,709.0,,https://www.mercadolibre.cl/termometro-digital-con-sonda-ideal-para-refrigerador-peceras/p/MLC24453695#polycard_client=search_best-seller&tracking_id=a7be5ff5-61d8-434c-80a3-0cff0cc9d0d9&wid=MLC2861680752&sid=search
6003093,Pack 6 bandejas de silicona air frayer molde reutilizable,Hogar y Muebles>Cocina y Menaje,462.0,761.0,,https://articulo.mercadolibre.cl/MLC-2699706396-pack-6-bandejas-de-silicona-air-frayer-molde-reutilizable-_JM#polycard_client=search_best-seller
6002955,Termo para cafe vaso termico mug 380ml 13oz sellable,Hogar y Muebles>Cocina y Menaje,2173.0,3645.0,,https://articulo.mercadolibre.cl/MLC-2331450294-termo-para-cafe-vaso-termico-mug-380ml-13oz-sellable-_JM?variation=182110578345#reco_item_po
6002725,Organizador de cestas de cocina con soporte grande para caps,Hogar y Muebles>Cocina y Menaje,1833.0,3506.0,,https://articulo.mercadolibre.cl/MLC-2510476518-organizador-de-cestas-de-cocina-con-soporte-grande-para-caps-_JM#position%3D4%26search_layou
6002794,Repisa generica metalica apilable organizadora de cocina color negro,Hogar y Muebles>Cocina y Menaje,949.0,1632.0,,https://www.mercadolibre.cl/repisa-generica-metalica-apilable-organizadora-de-cocina-color-negro/p/MLC28905107#polycard_client=search-desktop&search_layout=grid&position=5&type=product&tracking_id=c72e3d53-2943-465f-975f-72b5b7426c2d&wid=MLC2468504350&sid=search
6002723,Organizador de cestas de cocina con soporte grande para caps,Hogar y Muebles>Cocina y Menaje,2029.0,3758.0,,https://articulo.mercadolibre.cl/MLC-2510476518-organizador-de-cestas-de-cocina-con-soporte-grande-para-caps-_JM#position%3D4%26search_layou
6002726,Organizador de cestas de cocina con soporte grande para caps,Hogar y Muebles>Cocina y Menaje,1833.0,3506.0,,https://articulo.mercadolibre.cl/MLC-2510476518-organizador-de-cestas-de-cocina-con-soporte-grande-para-caps-_JM#position%3D4%26search_layou
6002429,100 moldes desechable antiadherente freidora air fryer 20cm,Hogar y Muebles>Cocina y Menaje,298.0,676.0,,https://articulo.mercadolibre.cl/MLC-1516430711-100-moldes-desechable-antiadherente-freidora-air-fryer-20cm-_JM#polycard_client=search_best-seller
6002416,Pack x4 molde silicona antiadherente para freidora de aire,Hogar y Muebles>Cocina y Menaje,602.0,1498.0,,https://articulo.mercadolibre.cl/MLC-1789463794-pack-x4-molde-silicona-antiadherente-para-freidora-de-aire-_JM#reco_item_pos=9&reco_backend=
6000741,Tapete de silicona tapete de silicona para hornear pasta silpat silicona lamina de silicona tapete para pasteleria lamina silicona tapete silicona silpat silicona tapete de reposteria pasteleriuscl,Hogar y Muebles>Cocina y Menaje,817.0,1353.0,,https://www.mercadolibre.cl/tapete-de-silicona-tapete-de-silicona-para-hornear-pasta-silpat-silicona-lamina-de-silicona-tapete-para-pasteleria-lamina-silicona-tapete-silicona-silpat-silicona-tapete-de-reposteria-pasteleriuscl/p/MLC27171238#polycard_client=search-desktop&search_layout=grid&position=4&type=product&tracking_id=cd9a1d78-06a1-43df-a7e0-fa692b5a3c0c&wid=MLC1425443287&sid=search
6000359,Juego de bateria 8 piezas de olla de cocina marca doral,Hogar y Muebles>Cocina y Menaje,16781.0,29352.0,,https://articulo.mercadolibre.cl/MLC-987018693-juego-de-bateria-8-piezas-de-olla-de-cocina-marca-doral-_JM?variation=174436101764#reco_item_
6000304,Rallador electrico rebanador cortador verduras queso frutas,Hogar y Muebles>Cocina y Menaje,19897.0,25820.0,,https://articulo.mercadolibre.cl/MLC-3288400340-rallador-electrico-rebanador-cortador-verduras-queso-frutas-_JM?searchVariation=192443125829#is_advertising=true&searchVariation=192443125829&position=2&search_layout=grid&type=pad&tracking_id=8bc2edd9-8075-4a2a-9e73-f732f236fc58&ad_domain=VQCATCORE_LST&ad_position=2&ad_click_id=OWFhYWZmN2ItYWQwMi00ZmViLTlmNTUtYjk3MDU1N2YwNjNh
6000177,Pack manga pastelera 35cm 11 boquilla acoplador reposteria,Hogar y Muebles>Cocina y Menaje,606.0,1004.0,,https://articulo.mercadolibre.cl/MLC-987070571-pack-manga-pastelera-35cm-11-boquilla-acoplador-reposteria-_JM
6003274,1,Hogar y Muebles>Cocina y Menaje,2814.0,4599.0,,https://www.temu.com/us-zh-Hans/1pc-%E7%94%B5%E5%8A%A8%E5%92%96%E5%95%A1%E6%90%85%E6%8B%8C%E6%9D%AF-usb-%E5%85%85%E7%94%B5%E6%95%B0%E5%AD%97%E6%98%BE%E7%A4%BA%E7%A3%81%E6%80%A7%E6%90%85%E6%8B%8C%E5%99%A8-abs-%E6%9D%90%E6%96%99-%E9%94%82%E8%81%9A%E5%90%88%E7%89%A9%E7%94%B5%E6%B1%A0-%E8%8A%82%E6%97%A5%E7%90%86%E6%83%B3%E7%A4%BC%E7%89%A9-g-601099788791928.html?top_gallery_url=https%3A%2F%2Fimg.kwcdn.com%2Fproduct%2Ffancy%2Fe030d037-ca2e-437e-9ec5-3245622c52ab.jpg&sku_id=17593304581543&refer_page_sn=10009&refer_source=0&freesia_scene=2&_oak_freesia_scene=2&_oak_rec_ext_1=MTAxMQ&_oak_gallery_order=798955998%2C1745902229%2C2080423349%2C1151277860%2C200000535&search_key=USB%E9%BB%91%E8%89%B2%E6%95%B0%E6%98%BE%E8%87%AA%E5%8A%A8%E6%90%85%E6%8B%8C%E5%92%96%E5%95%A1%E6%9D%AF&refer_page_el_sn=200049&_x_sessn_id=6g1fctta3v&refer_page_name=search_result&refer_page_id=10009_1741764388418_vy96igebke
6004209,Tapete de silicona tapete de silicona para hornear pasta silpat silicona lamina de silicona tapete para pasteleria lamina silicona tapete silicona silpat silicona tapete de reposteria pasteleriuscl,Hogar y Muebles>Cocina y Menaje,830.0,1890.0,,https://www.mercadolibre.cl/tapete-de-silicona-tapete-de-silicona-para-hornear-pasta-silpat-silicona-lamina-de-silicona-tapete-para-pasteleria-lamina-silicona-tapete-silicona-silpat-silicona-tapete-de-reposteria-pasteleriuscl/p/MLC27171238#polycard_client=search-desktop&search_layout=grid&position=4&type=product&tracking_id=cd9a1d78-06a1-43df-a7e0-fa692b5a3c0c&wid=MLC1425443287&sid=search
